No.        Matricula    Nombre          Ap. Paterno          Ao. Materno     Sexo       Posicion   Estado   Edad  Num. Cel  
2051       319402       MIGUEL          PACHECO              OCHOA           HOMBRE     Arquitect  JC         44    6461013864   
2052       319405       JOSE            SALAZAR              CALZADA         HOMBRE     ChefEje    TS         36    6461026802   
2053       319408       ARMANDO         CALZADA              VEGA            HOMBRE     ChefEje    DF         45    6461016194   
2054       319418       AURORA          DURAN                BARRIOS         MUJER      AsServ     SL         40    6461028369   
2055       319420       HECTOR          DIAZ                 BARRIOS         HOMBRE     Arquitect  CL         40    6461010108   
2056       319421       AURORA          MACIAS               VALENCIA        MUJER      GteProj    AG         20    6461023495   
2057       319428       PAULA           SALAZAR              SUAREZ          MUJER      ConsFin    HG         19    6461008541   
2058       319431       CLARA           CALZADA              MUNGUIA         MUJER      InvCien    SL         33    6461026982   
2059       319444       ANA             VALENZUELA           BELTRAN         MUJER      Abogado    PL         30    6461012302   
2060       319456       CLARA           SOLIS                MACIAS          MUJER      Traduct    TC         27    6461013826   
2061       319465       NATALIA         PACHECO              VASQUEZ         MUJER      TecSup     TL         38    6461003404   
2062       319477       FRANCISCO       SOLIS                VILLANUEVA      HOMBRE     TecSup     NE         37    6461003346   
2063       319480       JORGE           GONZALES             OCHOA           HOMBRE     PsOrg      CH         35    6461025971   
2064       319483       MARTA           ORTIZ                RIOS            MUJER      EspRRHH    MS         26    6461028972   
2065       319485       BEATRIZ         VILLANUEVA           CERVANTES       MUJER      IngElec    SR         33    6461010845   
2066       319486       ISRAEL          MERCADO              LEAL            HOMBRE     Contado    HG         26    6461021666   
2067       319488       JUAN            MEDINA               VALENCIA        HOMBRE     AnlSist    MC         25    6461024689   
2068       319493       ENRIQUE         RIVERA               TOVAR           HOMBRE     Enferm     NT         24    6461014415   
2069       319495       LAURA           ESCOBAR              CHACON          MUJER      GteProj    GR         42    6461003661   
2070       319501       ROSA            MIRANDA              MOLINA          MUJER      InvCien    NT         39    6461011465   
2071       319533       DANIEL          HERRERA              QUINTERO        HOMBRE     Abogado    SR         36    6461014731   
2072       319536       FRANCISCO       TOVAR                CORDERO         HOMBRE     EspSeg     ZS         45    6461029452   
2073       319537       JOSE            CALZADA              OSORIO          HOMBRE     InvCien    JC         22    6461007610   
2074       319552       NATALIA         ROJAS                MOLINA          MUJER      ConsFin    SP         20    6461021763   
2075       319572       ANTONIO         BARRIOS              SOSA            HOMBRE     EspRRHH    MS         45    6461029872   
2076       319576       FRANCISCO       PAREDES              ROJAS           HOMBRE     IngCivil   NE         18    6461021211   
2077       319584       OSCAR           MACIAS               ROLDAN          HOMBRE     ChefEje    MS         32    6461032435   
2078       319597       ALBERTO         HIDALGO              MENENDEZ        HOMBRE     TecSup     HG         26    6461013900   
2079       319599       PEDRO           MORENO               MORA            HOMBRE     IngElec    TC         23    6461003802   
2080       319604       JUAN            VALDES               BAUTISTA        HOMBRE     RepVInt    MS         43    6461025220   
2081       319606       PILAR           REYES                SOTO            MUJER      Abogado    HG         43    6461014535   
2082       319609       SOFIA           CASTILLO             CORDERO         MUJER      AsistAdm   BC         45    6461007253   
2083       319619       MARIO           MACIAS               MENENDEZ        HOMBRE     DisUX      QR         46    6461019147   
2084       319623       SILVIA          MUNGUIA              MENENDEZ        MUJER      DisUX      AG         26    6461027548   
2085       319650       DANIEL          ESPINOSA             MACIEL          HOMBRE     EspLog     CM         28    6461019153   
2086       319660       LAURA           CABRERA              VASQUEZ         MUJER      PsOrg      SP         22    6461030017   
2087       319665       LUIS            AGUILAR              ROSALES         HOMBRE     MedGen     DF         29    6461000735   
2088       319676       RAUL            ESPINOZA             BAUTISTA        HOMBRE     EdCont     NT         20    6461029933   
2089       319694       BEATRIZ         ALVARADO             MUNGUIA         MUJER      DevSoft    DG         18    6461025994   
2090       319695       CARMEN          OCHOA                CORDERO         MUJER      AnlSist    NT         42    6461019620   
2091       319696       JULIA           VEGA                 ESPINOSA        MUJER      DisGraf    CH         31    6461008208   
2092       319707       LAURA           PARDO                AGUILAR         MUJER      EspRRHH    QR         34    6461029167   
2093       319721       ISRAEL          DELGADO              CABRERA         HOMBRE     IngCivil   NL         18    6461005328   
2094       319734       RAQUEL          ROJAS                VALENCIA        MUJER      Contado    CC         48    6461021816   
2095       319741       ARMANDO         TORRES               CRUZ            HOMBRE     AnMktDg    NT         33    6461019376   
2096       319745       ROBERTO         RAMIREZ              RIOS            HOMBRE     IngElec    TC         49    6461022875   
2097       319748       RICARDO         VEGA                 VARGAS          HOMBRE     EspSeg     GT         18    6461029004   
2098       319769       ADRIANA         MACIEL               VALENZUELA      MUJER      Enferm     AG         24    6461020021   
2099       319775       ANTONIA         RUBIO                VALENZUELA      MUJER      InvCien    CM         31    6461027835   
2100       319789       GLORIA          MENDOZA              LEON            MUJER      AnlDatos   BS         48    6461006627   
2101       319794       GABRIELA        DIAZ                 ROJAS           MUJER      AnlSist    TS         43    6461017061   
2102       319800       RAUL            ESCOBAR              CORDERO         HOMBRE     AnlDatos   MN         40    6461028917   
2103       319811       CARLOS          GUERRERO             CALZADA         HOMBRE     AnlDatos   HG         34    6461014040   
2104       319845       ALEJANDRO       MOLINA               VEGA            HOMBRE     TrabSoc    MN         18    6461024138   
2105       319851       ALEJANDRA       LOPEZ                AGUILAR         MUJER      EspSeg     CC         47    6461011262   
2106       319862       ROBERTO         LEON                 AGUILAR         HOMBRE     GteProj    CL         43    6461028004   
